Location,Complex,Area(m²),Price(₩10k),Built_Year,Contract_Date,Floor,Station,Phase
조남동,삼호가든아파트,59.95,28000,1997,2020-02-17,20,UnjeongCentral,Before
조남동,장미,60.768,23000,1985,2020-02-22,1,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,24000,2005,2020-02-16,13,UnjeongCentral,Before
월곶동,풍림아이원3차,59.989,20500,2005,2020-02-16,12,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,23900,2005,2020-02-15,4,UnjeongCentral,Before
거모동,동보,63.2,13200,1999,2020-02-15,15,UnjeongCentral,Before
거모동,동보,25.12,4700,1999,2020-02-22,20,UnjeongCentral,Before
장곡동,진말삼환한진아파트,59.58,19500,1999,2020-02-20,2,UnjeongCentral,Before
포동,태현신관1차아파트,54.9,13450,1991,2020-02-04,4,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,9000,2002,2020-02-25,1,UnjeongCentral,Before
장곡동,숲속마을,59.965,16250,1999,2020-02-10,2,UnjeongCentral,Before
거모동,일우,42.72,9500,1988,2020-02-17,3,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,28000,2005,2020-02-18,8,UnjeongCentral,Before
장곡동,숲속마을,59.965,17500,1999,2020-02-22,4,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,20800,2005,2020-02-08,6,UnjeongCentral,Before
월곶동,풍림아이원1차,84.86,24000,2002,2020-02-17,9,UnjeongCentral,Before
장현동,새재마을청구,84.91,30500,2001,2020-02-15,16,UnjeongCentral,Before
장현동,새재마을청구,59.91,23000,2001,2020-02-15,10,UnjeongCentral,Before
장현동,새재마을청구,84.91,30000,2001,2020-02-15,19,UnjeongCentral,Before
월곶동,풍림아이원1차,114.95,24900,2002,2020-02-16,5,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,14500,2005,2020-02-15,12,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,11450,2002,2020-02-15,6,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,24700,2006,2020-02-14,16,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,24000,2005,2020-02-27,2,UnjeongCentral,Before
포동,산과우리들포동태산,84.03,19500,1993,2020-02-21,6,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,28000,2005,2020-02-21,16,UnjeongCentral,Before
미산동,경신,57.67,9400,1992,2020-02-17,3,UnjeongCentral,Before
정왕동,대림3,117.251,30000,1998,2020-02-15,4,UnjeongCentral,Before
도창동,에이스,59.34,15100,1997,2020-02-14,1,UnjeongCentral,Before
은행동,대우푸르지오4차,71.9352,33700,2004,2020-02-03,19,UnjeongCentral,Before
장곡동,연성대우3,79.7124,28700,2000,2020-02-22,14,UnjeongCentral,Before
능곡동,상록힐스테이트,85.0,39000,2009,2020-02-29,2,UnjeongCentral,Before
장곡동,연성대우3,70.0166,26000,2000,2020-02-22,11,UnjeongCentral,Before
능곡동,신일해피트리,110.478,43800,2009,2020-02-22,5,UnjeongCentral,Before
능곡동,우남퍼스트빌,120.2857,42700,2008,2020-02-15,8,UnjeongCentral,Before
능곡동,상록힐스테이트,85.0,40500,2009,2020-02-29,5,UnjeongCentral,Before
은행동,진주,42.7425,12500,1986,2020-02-06,3,UnjeongCentral,Before
신천동,뉴월드,84.96,22500,1997,2020-02-15,7,UnjeongCentral,Before
장곡동,숲속마을,88.63,28500,1999,2020-02-24,13,UnjeongCentral,Before
신천동,현진2차,56.63,15000,1998,2020-02-26,4,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,84.8275,54500,2018,2020-02-24,36,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,25000,2006,2020-02-22,3,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,27000,2006,2020-02-19,9,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,26000,2006,2020-02-17,6,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,24900,2005,2020-02-29,13,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,20950,2005,2020-02-12,14,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,14700,2005,2020-02-29,5,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,24500,2006,2020-02-10,12,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,27500,2006,2020-02-23,10,UnjeongCentral,Before
신천동,시흥신천삼환나우빌,59.938,30000,2012,2020-02-05,19,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,24500,2005,2020-02-20,4,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,24900,2005,2020-02-17,2,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,21800,2005,2020-02-15,10,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,14500,2005,2020-02-14,8,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,22600,2005,2020-02-17,15,UnjeongCentral,Before
정왕동,보성,41.97,13850,1998,2020-02-27,5,UnjeongCentral,Before
정왕동,세종1,74.56,21100,1996,2020-02-25,2,UnjeongCentral,Before
장곡동,숲속마을,59.965,17500,1999,2020-02-10,6,UnjeongCentral,Before
장곡동,숲속마을,59.965,19800,1999,2020-02-29,12,UnjeongCentral,Before
장현동,새재마을대동,59.85,23000,1999,2020-02-14,9,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,27000,2006,2020-02-25,19,UnjeongCentral,Before
월곶동,풍림아이원1차,59.985,17000,2002,2020-02-26,3,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,25000,2005,2020-02-20,8,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,11500,2002,2020-02-18,9,UnjeongCentral,Before
월곶동,풍림아이원3차,59.989,21000,2005,2020-02-27,5,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,16000,2005,2020-02-24,12,UnjeongCentral,Before
조남동,목감호반써밋더레이크,69.6356,45000,2017,2020-02-29,24,UnjeongCentral,Before
정왕동,보성,41.97,15000,1998,2020-02-26,2,UnjeongCentral,Before
정왕동,문영센스빌,59.937,20700,2002,2020-02-22,7,UnjeongCentral,Before
월곶동,풍림아이원1차,59.965,17700,2002,2020-02-15,18,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,23200,2005,2020-02-12,14,UnjeongCentral,Before
월곶동,풍림아이원1차,152.91,27500,2002,2020-02-19,1,UnjeongCentral,Before
월곶동,풍림아이원3차,59.989,19900,2005,2020-02-02,9,UnjeongCentral,Before
월곶동,풍림아이원3차,59.989,20500,2005,2020-02-19,8,UnjeongCentral,Before
월곶동,풍림아이원1차,59.985,20800,2002,2020-02-26,16,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,8200,2002,2020-02-25,6,UnjeongCentral,Before
월곶동,월곶Ⅱ유호N플러스빌,121.6055,30500,2009,2020-02-21,9,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,22800,2005,2020-02-17,5,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,26500,2006,2020-02-28,2,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,28000,2005,2020-02-29,7,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,28000,2006,2020-02-21,14,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,26000,2005,2020-02-24,4,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,25000,2005,2020-02-25,16,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,9000,2002,2020-02-27,10,UnjeongCentral,Before
포동,태현아파트3차,57.18,15000,1992,2020-02-26,4,UnjeongCentral,Before
신천동,우진둥지,52.77,13000,1991,2020-02-25,3,UnjeongCentral,Before
정왕동,신우,84.93,21200,1996,2020-02-12,1,UnjeongCentral,Before
거모동,동보,25.12,4600,1999,2020-02-21,2,UnjeongCentral,Before
신천동,경남아너스빌아파트,84.8762,26000,2005,2020-02-22,5,UnjeongCentral,Before
장현동,새재마을청구,59.99,21000,2001,2020-02-28,9,UnjeongCentral,Before
정왕동,삼환,51.74,15750,1997,2020-02-26,4,UnjeongCentral,Before
배곧동,호반베르디움더프라임,84.0614,52000,2016,2020-02-08,23,UnjeongCentral,Before
미산동,해가든더클래식,148.8,35600,2009,2020-02-06,15,UnjeongCentral,Before
신천동,시흥신천삼환나우빌,84.892,37700,2012,2020-02-15,13,UnjeongCentral,Before
목감동,호반베르디움더프라임(1차),69.6356,58800,2017,2020-02-17,22,UnjeongCentral,Before
신천동,뉴월드,59.76,18400,1997,2020-02-15,3,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,24800,2005,2020-02-20,8,UnjeongCentral,Before
월곶동,풍림아이원1차,59.985,19000,2002,2020-02-27,5,UnjeongCentral,Before
월곶동,풍림아이원1차,59.965,17000,2002,2020-02-27,20,UnjeongCentral,Before
신천동,뉴월드,59.925,17750,1997,2020-02-04,4,UnjeongCentral,Before
신천동,경남아너스빌아파트,84.8762,28800,2005,2020-02-22,8,UnjeongCentral,Before
포동,산과우리들포동태산,59.95,13500,1993,2020-02-12,2,UnjeongCentral,Before
은행동,대우푸르지오3차,59.898,23100,1998,2020-02-22,20,UnjeongCentral,Before
장현동,새재마을대동,84.68,29000,1999,2020-02-26,5,UnjeongCentral,Before
장현동,새재마을청구,59.99,22500,2001,2020-02-25,4,UnjeongCentral,Before
장현동,새재마을대동,59.96,25000,1999,2020-02-24,18,UnjeongCentral,Before
거모동,일우,42.72,9700,1988,2020-02-14,5,UnjeongCentral,Before
거모동,일우,42.72,9600,1988,2020-02-12,5,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,24800,2005,2020-02-09,4,UnjeongCentral,Before
은행동,은계센트럴타운,74.97,48300,2017,2020-02-13,14,UnjeongCentral,Before
신천동,시흥5차푸르지오,93.8949,35000,2011,2020-02-06,17,UnjeongCentral,Before
거모동,일우,42.72,9500,1988,2020-02-13,5,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,25500,2006,2020-02-28,16,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,14300,2005,2020-02-09,12,UnjeongCentral,Before
장현동,장현I엔플러스빌,59.465,17000,2004,2020-02-29,15,UnjeongCentral,Before
정왕동,동보,25.04,7700,1997,2020-02-19,4,UnjeongCentral,Before
대야동,동신,101.6755,35500,2004,2020-02-28,7,UnjeongCentral,Before
정왕동,세종3,85.0,20000,1998,2020-02-13,2,UnjeongCentral,Before
대야동,영남1,39.96,26000,1986,2020-02-13,1,UnjeongCentral,Before
대야동,우성1,101.935,31000,1995,2020-02-12,11,UnjeongCentral,Before
능곡동,시흥능곡신안인스빌,84.995,37000,2008,2020-02-25,5,UnjeongCentral,Before
능곡동,시흥능곡신안인스빌,84.958,36800,2008,2020-02-25,5,UnjeongCentral,Before
배곧동,시흥배곧한신더휴,84.9734,58500,2018,2020-02-20,21,UnjeongCentral,Before
조남동,목감퍼스트리움,59.95,45000,2015,2020-02-28,18,UnjeongCentral,Before
능곡동,시흥능곡엘드수목토,84.685,40000,2008,2020-02-28,6,UnjeongCentral,Before
하상동,연꽃마을금호,84.85,25500,1999,2020-02-10,11,UnjeongCentral,Before
하상동,연꽃마을금호,84.84,20000,1999,2020-02-18,7,UnjeongCentral,Before
정왕동,유천,59.92,15500,1996,2020-02-26,2,UnjeongCentral,Before
정왕동,유천,59.995,14500,1996,2020-02-15,1,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,65.049,46000,2015,2020-02-28,11,UnjeongCentral,Before
하상동,연꽃마을금호,59.79,16800,1999,2020-02-08,6,UnjeongCentral,Before
하상동,연꽃마을금호,84.85,25000,1999,2020-02-07,16,UnjeongCentral,Before
거모동,일우,42.72,10800,1988,2020-02-26,1,UnjeongCentral,Before
조남동,목감역호반써밋,119.1889,79000,2018,2020-02-28,13,UnjeongCentral,Before
신천동,시흥5차푸르지오,93.8949,35000,2011,2020-02-28,17,UnjeongCentral,Before
대야동,극동,84.57,28500,2000,2020-02-28,14,UnjeongCentral,Before
산현동,목감레이크푸르지오,59.0551,40000,2018,2020-02-12,8,UnjeongCentral,Before
하중동,참이슬마을,101.25,25300,1999,2020-02-26,5,UnjeongCentral,Before
장곡동,진말삼환한진아파트,84.87,26900,1999,2020-02-22,7,UnjeongCentral,Before
은행동,대우푸르지오4차,71.9352,32000,2004,2020-02-08,6,UnjeongCentral,Before
은행동,광덕,55.53,15300,1989,2020-02-10,1,UnjeongCentral,Before
은행동,신명,59.88,18400,1995,2020-02-27,5,UnjeongCentral,Before
거모동,아주4차아파트,59.775,10000,1993,2020-02-26,18,UnjeongCentral,Before
은행동,대우푸르지오3차,133.98,39700,1998,2020-02-18,10,UnjeongCentral,Before
거모동,아주1,58.95,9900,1989,2020-02-21,5,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,16000,2005,2020-02-25,17,UnjeongCentral,Before
월곶동,풍림아이원3차,59.989,20000,2005,2020-02-01,5,UnjeongCentral,Before
능곡동,우남퍼스트빌,84.9003,40000,2011,2020-02-20,6,UnjeongCentral,Before
신천동,시흥5차푸르지오,122.9396,42500,2011,2020-02-19,11,UnjeongCentral,Before
신천동,시흥5차푸르지오,122.932,44000,2011,2020-02-13,23,UnjeongCentral,Before
신천동,현진1,54.91,15000,1995,2020-02-26,4,UnjeongCentral,Before
신천동,시흥5차푸르지오,110.4398,39000,2011,2020-02-12,7,UnjeongCentral,Before
신천동,시흥5차푸르지오,111.1902,39800,2011,2020-02-12,10,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,9200,2002,2020-02-20,15,UnjeongCentral,Before
장곡동,진말우성아파트,99.982,33000,1999,2020-02-28,12,UnjeongCentral,Before
장곡동,진말삼환한진아파트,59.58,19000,1999,2020-02-10,3,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,9500,2002,2020-02-20,2,UnjeongCentral,Before
대야동,서강2,59.98,20500,1997,2020-02-26,8,UnjeongCentral,Before
정왕동,건영3,84.92,22000,2002,2020-02-20,10,UnjeongCentral,Before
대야동,청구2,84.94,31500,1997,2020-02-27,4,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,24500,2006,2020-02-11,4,UnjeongCentral,Before
대야동,청구2,84.94,31800,1997,2020-02-22,15,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,12100,2002,2020-02-19,5,UnjeongCentral,Before
장현동,새재마을청구,84.91,28000,2001,2020-02-13,12,UnjeongCentral,Before
대야동,청구2,101.75,32000,1997,2020-02-22,2,UnjeongCentral,Before
은행동,대우푸르지오4차,84.7561,36900,2004,2020-02-17,15,UnjeongCentral,Before
대야동,영남2,42.966,26500,1987,2020-02-15,3,UnjeongCentral,Before
목감동,호반베르디움더프라임(1차),84.6742,65000,2017,2020-02-14,22,UnjeongCentral,Before
월곶동,풍림아이원1차,152.91,29000,2002,2020-02-26,6,UnjeongCentral,Before
장곡동,진말삼환한진아파트,84.87,24500,1999,2020-02-20,3,UnjeongCentral,Before
장곡동,진말대우아파트,84.908,29000,1999,2020-02-17,17,UnjeongCentral,Before
신천동,경남아너스빌아파트,84.8762,27800,2005,2020-02-27,9,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,11000,2002,2020-02-19,8,UnjeongCentral,Before
장곡동,진말삼환한진아파트,59.58,18500,1999,2020-02-15,2,UnjeongCentral,Before
신천동,시흥신천휴먼시아,59.84,28800,2010,2020-02-23,8,UnjeongCentral,Before
배곧동,시흥배곧한신더휴,84.9646,55500,2018,2020-02-17,9,UnjeongCentral,Before
신천동,시흥신천삼환나우빌,84.892,33000,2012,2020-02-23,1,UnjeongCentral,Before
배곧동,시흥배곧신도시골드클래스,65.6078,41000,2016,2020-02-19,18,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,11500,2002,2020-02-08,8,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,10000,2002,2020-02-12,20,UnjeongCentral,Before
은행동,동경6차,58.98,15800,1990,2020-02-15,2,UnjeongCentral,Before
배곧동,시흥배곧신도시 이지더원2차 에듀그린,76.618,39000,2017,2020-02-05,2,UnjeongCentral,Before
은행동,한영,61.29,17000,1986,2020-02-25,1,UnjeongCentral,Before
조남동,신안인스빌,84.9967,52000,2017,2020-02-04,9,UnjeongCentral,Before
정왕동,신동아,84.883,21500,1996,2020-02-20,4,UnjeongCentral,Before
신천동,동진,62.1,14500,1991,2020-02-08,6,UnjeongCentral,Before
은행동,대우푸르지오3차,99.95,34400,1998,2020-02-15,13,UnjeongCentral,Before
능곡동,현진에버빌,84.77,41000,2010,2020-02-10,11,UnjeongCentral,Before
능곡동,현진에버빌,84.77,41000,2010,2020-02-06,5,UnjeongCentral,Before
장현동,새재마을대동,59.85,23700,1999,2020-02-21,13,UnjeongCentral,Before
은행동,두산,84.9,29750,1997,2020-02-21,10,UnjeongCentral,Before
은행동,대우푸르지오4차,71.9352,32500,2004,2020-02-19,3,UnjeongCentral,Before
신천동,시흥신천휴먼시아,84.86,32200,2010,2020-02-20,10,UnjeongCentral,Before
능곡동,시흥능곡신안인스빌,84.958,37000,2008,2020-02-24,11,UnjeongCentral,Before
조남동,목감호반써밋더레이크,69.6356,45800,2017,2020-02-15,13,UnjeongCentral,Before
장곡동,삼성래미안,84.97,21500,1999,2020-02-15,7,UnjeongCentral,Before
신천동,뉴월드,42.81,12100,1997,2020-02-11,5,UnjeongCentral,Before
배곧동,시흥배곧신도시골드클래스,65.6078,38000,2016,2020-02-20,2,UnjeongCentral,Before
목감동,대명,74.16,27000,1990,2020-02-11,3,UnjeongCentral,Before
배곧동,호반베르디움더프라임,63.844,43000,2016,2020-02-19,26,UnjeongCentral,Before
거모동,일우,42.72,9500,1988,2020-02-08,3,UnjeongCentral,Before
은행동,산호아파트,49.22,17000,1989,2020-02-28,4,UnjeongCentral,Before
장곡동,삼성래미안,74.464,20000,1999,2020-02-26,4,UnjeongCentral,Before
장현동,시흥웅진스위트홈,19.4,14307,2018,2020-02-19,4,UnjeongCentral,Before
은행동,진주,43.9425,10400,1986,2020-02-28,4,UnjeongCentral,Before
배곧동,시흥배곧신도시골드클래스,73.8102,38800,2016,2020-02-14,1,UnjeongCentral,Before
조남동,수정,84.84,26000,1994,2020-02-14,13,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,8900,2002,2020-02-10,1,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,10400,2002,2020-02-10,10,UnjeongCentral,Before
은행동,은계센트럴타운,84.88,48000,2017,2020-02-19,3,UnjeongCentral,Before
은행동,풍림아이원,84.488,25000,2003,2020-02-13,6,UnjeongCentral,Before
배곧동,호반베르디움센트로하임,84.8957,51000,2017,2020-02-21,4,UnjeongCentral,Before
배곧동,호반베르디움센트로하임,84.8957,57500,2017,2020-02-22,28,UnjeongCentral,Before
은행동,진주,42.7425,12000,1986,2020-02-08,5,UnjeongCentral,Before
포동,태현아파트3차,57.18,13000,1992,2020-02-24,5,UnjeongCentral,Before
장현동,시흥웅진스위트홈,15.27,12621,2018,2020-02-26,4,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,84.8275,52000,2018,2020-02-20,14,UnjeongCentral,Before
장현동,장현II엔플러스빌,59.235,17850,2004,2020-02-11,12,UnjeongCentral,Before
포동,태현아파트3차,59.85,13900,1992,2020-02-20,5,UnjeongCentral,Before
은행동,은행마을녹원,54.37,14500,1997,2020-02-22,12,UnjeongCentral,Before
정왕동,금강,59.97,16500,1996,2020-02-17,4,UnjeongCentral,Before
정왕동,신동아,59.78,14350,1996,2020-02-26,4,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,9300,2002,2020-02-27,7,UnjeongCentral,Before
은행동,연희,44.73,13600,1986,2020-02-23,5,UnjeongCentral,Before
논곡동,목감한양수자인아파트,59.9297,35000,2016,2020-02-22,14,UnjeongCentral,Before
은행동,두산,71.55,27500,1997,2020-02-06,13,UnjeongCentral,Before
대야동,청구1,85.0,29500,1995,2020-02-08,16,UnjeongCentral,Before
포동,태현아파트3차,57.18,13000,1992,2020-02-10,4,UnjeongCentral,Before
정왕동,대림1,72.89,19000,1998,2020-02-14,1,UnjeongCentral,Before
월곶동,월곶Ⅱ유호N플러스빌,84.7843,26800,2009,2020-02-19,9,UnjeongCentral,Before
은행동,한영,55.08,14500,1986,2020-02-20,3,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,6600,2002,2020-02-19,1,UnjeongCentral,Before
배곧동,호반베르디움더프라임,84.4646,50000,2016,2020-02-15,5,UnjeongCentral,Before
배곧동,시흥배곧SK뷰,73.0453,44900,2015,2020-02-26,13,UnjeongCentral,Before
배곧동,시흥배곧SK뷰,73.0453,44000,2015,2020-02-22,9,UnjeongCentral,Before
배곧동,한라비발디캠퍼스,84.9906,52500,2017,2020-02-21,11,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,9800,2002,2020-02-20,4,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,9800,2002,2020-02-10,19,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,84.7387,52000,2018,2020-02-15,13,UnjeongCentral,Before
배곧동,한라비발디캠퍼스,71.874,43000,2017,2020-02-14,29,UnjeongCentral,Before
능곡동,시흥능곡신안인스빌,84.958,34000,2008,2020-02-23,7,UnjeongCentral,Before
능곡동,시흥능곡신안인스빌,84.995,34800,2008,2020-02-19,3,UnjeongCentral,Before
능곡동,현진에버빌,84.77,40300,2010,2020-02-15,11,UnjeongCentral,Before
능곡동,현진에버빌,84.77,36700,2010,2020-02-15,1,UnjeongCentral,Before
능곡동,현진에버빌,84.77,40600,2010,2020-02-11,4,UnjeongCentral,Before
능곡동,현진에버빌,84.77,41500,2010,2020-02-08,7,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,25700,2005,2020-02-24,8,UnjeongCentral,Before
배곧동,한라비발디캠퍼스,84.9264,53000,2017,2020-02-19,13,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,84.8275,50000,2018,2020-02-15,26,UnjeongCentral,Before
정왕동,주공1,59.57,17050,1997,2020-02-24,5,UnjeongCentral,Before
은행동,진주,43.9425,13000,1986,2020-02-15,2,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,84.025,48000,2015,2020-02-10,5,UnjeongCentral,Before
신천동,연희아파트,42.75,10000,1986,2020-02-21,5,UnjeongCentral,Before
월곶동,월곶Ⅱ유호N플러스빌,84.7843,25500,2009,2020-02-16,3,UnjeongCentral,Before
정왕동,금강,84.84,25700,1996,2020-02-18,5,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,14300,2005,2020-02-12,20,UnjeongCentral,Before
장현동,새재마을대동,59.96,21900,1999,2020-02-22,17,UnjeongCentral,Before
정왕동,영남2,59.908,18000,1996,2020-02-24,8,UnjeongCentral,Before
정왕동,영남3,59.908,17500,1996,2020-02-24,8,UnjeongCentral,Before
장곡동,진말삼환한진아파트,59.58,20400,1999,2020-02-24,13,UnjeongCentral,Before
정왕동,한일,59.91,17600,1996,2020-02-14,5,UnjeongCentral,Before
대야동,극동,84.57,30500,2000,2020-02-06,11,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,22500,2005,2020-02-22,3,UnjeongCentral,Before
장현동,새재마을청구,75.06,26800,2001,2020-02-12,17,UnjeongCentral,Before
장곡동,숲속마을,59.965,17850,1999,2020-02-18,13,UnjeongCentral,Before
정왕동,주공5,59.59,14500,1998,2020-02-25,4,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,11000,2002,2020-02-26,10,UnjeongCentral,Before
정왕동,영남4,59.983,17100,1996,2020-02-24,2,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,10300,2002,2020-02-18,2,UnjeongCentral,Before
장현동,새재마을청구,84.91,27000,2001,2020-02-24,7,UnjeongCentral,Before
논곡동,목감한양수자인아파트,59.9297,34500,2016,2020-02-22,22,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,113.0232,72000,2018,2020-02-01,34,UnjeongCentral,Before
정왕동,금강,84.84,23300,1996,2020-02-24,6,UnjeongCentral,Before
포동,동진,59.91,13900,1992,2020-02-20,5,UnjeongCentral,Before
장현동,새재마을청구,59.99,23000,2001,2020-02-24,2,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,69.8608,45000,2018,2020-02-15,36,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,24000,2005,2020-02-14,1,UnjeongCentral,Before
조남동,목감호반써밋더레이크,69.6356,44800,2017,2020-02-13,16,UnjeongCentral,Before
정왕동,대림1,84.91,24000,1998,2020-02-15,4,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,14000,2005,2020-02-10,20,UnjeongCentral,Before
은행동,대우푸르지오4차,120.596,45900,2004,2020-02-24,17,UnjeongCentral,Before
정왕동,대림4,84.891,25600,1997,2020-02-19,2,UnjeongCentral,Before
능곡동,신일해피트리,124.8506,42000,2009,2020-02-16,6,UnjeongCentral,Before
능곡동,현진에버빌,84.77,42000,2010,2020-02-05,9,UnjeongCentral,Before
정왕동,시화두산,59.97,16500,1996,2020-02-15,6,UnjeongCentral,Before
정왕동,주공1,84.55,19800,1997,2020-02-04,10,UnjeongCentral,Before
정왕동,한일,59.91,17000,1996,2020-02-17,3,UnjeongCentral,Before
하중동,참이슬마을,101.25,26800,1999,2020-02-10,6,UnjeongCentral,Before
신천동,시흥신천휴먼시아,84.86,31400,2010,2020-02-25,2,UnjeongCentral,Before
대야동,우성2,41.55,14500,1995,2020-02-25,15,UnjeongCentral,Before
신천동,시흥신천휴먼시아,84.51,32800,2010,2020-02-12,10,UnjeongCentral,Before
하상동,연꽃마을대우삼호아파트,59.88,15500,1999,2020-02-19,3,UnjeongCentral,Before
정왕동,부성파스텔,59.96,19550,1997,2020-02-25,7,UnjeongCentral,Before
은행동,대우푸르지오3차,59.258,25800,1998,2020-02-01,11,UnjeongCentral,Before
배곧동,한라비발디캠퍼스,84.9264,60000,2017,2020-02-19,37,UnjeongCentral,Before
배곧동,한라비발디캠퍼스,84.9906,46000,2017,2020-02-15,5,UnjeongCentral,Before
은행동,진주,43.9425,12100,1986,2020-02-15,5,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,65.049,42000,2015,2020-02-15,21,UnjeongCentral,Before
정왕동,한신공영,84.95,17750,1996,2020-02-24,5,UnjeongCentral,Before
정왕동,계룡2,59.79,16000,1998,2020-02-15,3,UnjeongCentral,Before
포동,산과우리들포동태산,59.95,14200,1993,2020-02-25,17,UnjeongCentral,Before
장현동,새재마을대동,59.85,22600,1999,2020-02-16,6,UnjeongCentral,Before
조남동,목감퍼스트리움,59.47,40000,2015,2020-02-14,4,UnjeongCentral,Before
신천동,연희아파트,42.75,13700,1986,2020-02-03,3,UnjeongCentral,Before
배곧동,호반베르디움더프라임,63.7676,37200,2016,2020-02-25,14,UnjeongCentral,Before
배곧동,시흥배곧중흥에스-클래스,75.0534,40000,2019,2020-02-21,16,UnjeongCentral,Before
대야동,청구2,59.835,23500,1997,2020-02-14,19,UnjeongCentral,Before
능곡동,상록힐스테이트,85.0,42000,2009,2020-02-22,9,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,65.4139,40000,2015,2020-02-21,10,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,69.8608,46000,2018,2020-02-20,32,UnjeongCentral,Before
조남동,네이처하임,74.95,50000,2016,2020-02-22,22,UnjeongCentral,Before
능곡동,우남퍼스트빌,84.894,41000,2011,2020-02-22,8,UnjeongCentral,Before
능곡동,우남퍼스트빌,84.9003,41000,2011,2020-02-20,12,UnjeongCentral,Before
은행동,대우푸르지오4차,84.7561,36100,2004,2020-02-11,5,UnjeongCentral,Before
포동,서강,52.08,15500,1997,2020-02-21,12,UnjeongCentral,Before
