법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
창동,주공19단지(창동리버타운),84.9,65000,1988,2019-11-15,7,신림선,개통 전
방학동,동양크레오아파트,84.9696,41500,2004,2019-11-30,4,신림선,개통 전
도봉동,동아에코빌,105.976,56500,2003,2019-11-16,1,신림선,개통 전
창동,창동주공4단지,49.94,32800,1991,2019-11-30,1,신림선,개통 전
방학동,신동아아파트1,84.87,36000,1986,2019-11-22,2,신림선,개통 전
창동,동아청솔,59.96,55700,1997,2019-11-16,17,신림선,개통 전
도봉동,래미안도봉,59.25,44800,2005,2019-11-13,14,신림선,개통 전
쌍문동,한양7,84.86,39800,1993,2019-11-21,9,신림선,개통 전
창동,주공19단지(창동리버타운),60.5,55500,1988,2019-11-16,11,신림선,개통 전
쌍문동,한양2,35.1,19900,1988,2019-11-26,13,신림선,개통 전
도봉동,한신,84.94,40000,1995,2019-11-07,7,신림선,개통 전
창동,북한산아이파크5차,84.4516,70000,2004,2019-11-23,6,신림선,개통 전
쌍문동,성원,71.78,32300,1989,2019-11-22,14,신림선,개통 전
방학동,우성아파트2,84.98,40000,1993,2019-11-02,13,신림선,개통 전
창동,쌍용,135.0,81500,1997,2019-11-26,22,신림선,개통 전
창동,동아청솔,84.97,78000,1997,2019-11-05,6,신림선,개통 전
쌍문동,한양5,76.405,36900,1991,2019-11-22,11,신림선,개통 전
창동,미소애,45.466,28500,2005,2019-11-16,4,신림선,개통 전
창동,창동주공3단지(해등마을),59.22,54000,1990,2019-11-25,10,신림선,개통 전
쌍문동,극동아파트,84.53,30000,1996,2019-11-25,2,신림선,개통 전
도봉동,한신,84.94,38800,1995,2019-11-26,1,신림선,개통 전
쌍문동,금호1,84.88,42200,1990,2019-11-05,11,신림선,개통 전
도봉동,한신,84.94,44600,1995,2019-11-25,11,신림선,개통 전
창동,창동주공3단지(해등마을),58.01,50500,1990,2019-11-26,11,신림선,개통 전
도봉동,도봉파크빌2,84.166,43100,2002,2019-11-04,15,신림선,개통 전
방학동,이에스에이아파트2,84.98,52000,2003,2019-11-08,19,신림선,개통 전
방학동,방학동삼성래미안2,84.937,63000,2002,2019-11-04,15,신림선,개통 전
창동,대우,59.86,36800,1995,2019-11-30,1,신림선,개통 전
방학동,벽산아파트2,59.581,30500,1998,2019-11-13,3,신림선,개통 전
도봉동,극동,84.83,34950,1991,2019-11-16,13,신림선,개통 전
방학동,우성아파트1,83.85,38600,1992,2019-11-07,6,신림선,개통 전
방학동,우성아파트1,84.69,36440,1992,2019-11-21,4,신림선,개통 전
창동,삼성래미안,84.87,67000,1992,2019-11-24,19,신림선,개통 전
창동,창동주공3단지(해등마을),49.94,43900,1990,2019-11-03,15,신림선,개통 전
창동,창동주공3단지(해등마을),79.07,60000,1990,2019-11-24,15,신림선,개통 전
도봉동,한신,84.94,41000,1995,2019-11-30,1,신림선,개통 전
창동,창동주공3단지(해등마을),49.94,41000,1990,2019-11-04,1,신림선,개통 전
창동,창동주공3단지(해등마을),66.56,57000,1990,2019-11-23,15,신림선,개통 전
창동,태영데시앙,84.995,59000,2003,2019-11-21,11,신림선,개통 전
창동,창동주공2단지,41.3,34500,1990,2019-11-12,7,신림선,개통 전
도봉동,한신,84.94,38300,1995,2019-11-05,2,신림선,개통 전
방학동,대상타운현대아파트,133.97,77200,2001,2019-11-30,2,신림선,개통 전
창동,동아청솔,84.97,65000,1997,2019-11-30,1,신림선,개통 전
창동,창동주공3단지(해등마을),66.56,59700,1990,2019-11-05,14,신림선,개통 전
방학동,대상타운현대아파트,133.97,74500,2001,2019-11-02,21,신림선,개통 전
창동,북한산아이파크5차,84.4516,71200,2004,2019-11-25,5,신림선,개통 전
도봉동,서원,59.76,31800,1996,2019-11-27,8,신림선,개통 전
쌍문동,쌍문리버뷰,45.88,34800,2019,2019-11-07,14,신림선,개통 전
창동,북한산아이파크5차,84.4516,68000,2004,2019-11-17,7,신림선,개통 전
방학동,이에스에이아파트1,124.66,58900,2003,2019-11-02,15,신림선,개통 전
쌍문동,한양1,79.2,53000,1986,2019-11-20,12,신림선,개통 전
도봉동,한신,84.94,42500,1995,2019-11-20,6,신림선,개통 전
방학동,대상타운현대아파트,133.97,61600,2001,2019-11-04,1,신림선,개통 전
창동,상아1차아파트,45.54,33500,1987,2019-11-28,10,신림선,개통 전
방학동,우암쎈스뷰아파트,67.971,42500,2003,2019-11-21,8,신림선,개통 전
쌍문동,한양2,48.96,26450,1988,2019-11-04,15,신림선,개통 전
창동,북한산아이파크5차,134.7947,81000,2004,2019-11-30,2,신림선,개통 전
방학동,신동아아파트1,70.62,30000,1986,2019-11-12,3,신림선,개통 전
