법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
판암동,주공1,58.01,5900,1990,2007-05-19,2,대전 1호선,개통 후
용운동,용운주공2단지,32.39,2850,1987,2007-05-18,1,대전 1호선,개통 후
성남동,효촌마을,59.64,11200,2003,2007-05-29,9,대전 1호선,개통 후
가양동,동신,75.37,7100,1979,2007-05-31,2,대전 1호선,개통 후
용운동,주공,47.37,8000,1985,2007-05-29,2,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19400,2007,2007-05-24,10,대전 1호선,개통 후
용전동,신동아,111.69,9700,1990,2007-05-21,1,대전 1호선,개통 후
가양동,평화,84.83,8650,1994,2007-05-19,8,대전 1호선,개통 후
용전동,크로바,139.94,10100,1985,2007-05-29,1,대전 1호선,개통 후
용운동,용운주공2단지,49.94,5500,1987,2007-05-20,6,대전 1호선,개통 후
용운동,삼정하이츠,72.42,8100,1990,2007-05-25,2,대전 1호선,개통 후
판암동,주공2,59.39,6250,1990,2007-05-23,8,대전 1호선,개통 후
용운동,삼정하이츠,72.42,7750,1990,2007-05-25,4,대전 1호선,개통 후
판암동,주공6,38.64,3350,1992,2007-05-12,10,대전 1호선,개통 후
자양동,동아아파트(201),84.89,7000,1990,2007-05-31,7,대전 1호선,개통 후
용운동,용운주공2단지,41.3,3800,1987,2007-05-29,10,대전 1호선,개통 후
용전동,한숲,114.75,14300,1999,2007-05-29,1,대전 1호선,개통 후
판암동,주공5,38.64,3500,1992,2007-05-16,11,대전 1호선,개통 후
효동,효동현대,84.6825,13500,1998,2007-05-25,1,대전 1호선,개통 후
자양동,동아아파트(201),84.89,8300,1990,2007-05-23,3,대전 1호선,개통 후
판암동,주공2,45.77,4425,1990,2007-05-12,15,대전 1호선,개통 후
홍도동,홍도,84.735,10000,1996,2007-05-20,14,대전 1호선,개통 후
자양동,동아아파트(201),84.89,8300,1990,2007-05-14,15,대전 1호선,개통 후
홍도동,청룡,55.43,5050,1980,2007-05-09,1,대전 1호선,개통 후
홍도동,홍도,42.015,3900,1996,2007-05-28,14,대전 1호선,개통 후
가양동,시영수정,58.92,3800,1984,2007-05-03,5,대전 1호선,개통 후
용운동,모리,59.66,5800,1998,2007-05-12,3,대전 1호선,개통 후
용운동,삼정하이츠,55.62,5650,1990,2007-05-16,1,대전 1호선,개통 후
가오동,주공(210),59.3,8500,1985,2007-05-31,1,대전 1호선,개통 후
용운동,삼정하이츠,55.62,5500,1990,2007-05-21,4,대전 1호선,개통 후
대성동,삼익세라믹,84.97,8700,1991,2007-05-29,13,대전 1호선,개통 후
용전동,신동아,84.56,9700,1990,2007-05-18,7,대전 1호선,개통 후
삼성동,한밭자이,84.9302,18600,2006,2007-05-10,10,대전 1호선,개통 후
홍도동,홍도,42.015,3900,1996,2007-05-26,11,대전 1호선,개통 후
판암동,주공2,58.01,6000,1990,2007-05-10,1,대전 1호선,개통 후
판암동,주공2,79.07,10000,1990,2007-05-12,3,대전 1호선,개통 후
용전동,신동아,111.69,12300,1990,2007-05-12,12,대전 1호선,개통 후
용전동,푸른,47.0424,6546,2000,2007-05-23,12,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,23000,2007,2007-05-10,15,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),121.3897,26310,2007,2007-05-20,17,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,23700,2007,2007-05-07,16,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.997,18500,2007,2007-05-21,3,대전 1호선,개통 후
용운동,주공,59.3,10201,1985,2007-05-10,2,대전 1호선,개통 후
용운동,주공,59.3,10201,1985,2007-05-10,2,대전 1호선,개통 후
용운동,주공,59.3,9900,1985,2007-05-10,1,대전 1호선,개통 후
용운동,주공,49.22,7550,1985,2007-05-10,1,대전 1호선,개통 후
가오동,주공(210),49.22,6450,1985,2007-05-11,5,대전 1호선,개통 후
가오동,주공(210),49.22,6461,1985,2007-05-11,4,대전 1호선,개통 후
가오동,주공(210),59.3,8190,1985,2007-05-11,2,대전 1호선,개통 후
가오동,주공(210),59.3,8005,1985,2007-05-11,4,대전 1호선,개통 후
가오동,주공(210),49.22,6260,1985,2007-05-11,4,대전 1호선,개통 후
가오동,주공(210),59.3,8300,1985,2007-05-11,3,대전 1호선,개통 후
가오동,주공(210),42.74,5005,1985,2007-05-11,1,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,22970,2007,2007-05-22,16,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,23120,2007,2007-05-23,8,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,18209,2007,2007-05-22,2,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,19460,2007,2007-05-07,9,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,22900,2007,2007-05-21,12,대전 1호선,개통 후
용운동,삼정하이츠,55.62,5500,1990,2007-05-25,1,대전 1호선,개통 후
가양동,시영예지,57.99,3770,1982,2007-05-15,1,대전 1호선,개통 후
자양동,동아아파트(201),84.89,8150,1990,2007-05-03,1,대전 1호선,개통 후
용전동,신동아,111.69,9500,1990,2007-05-10,1,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),121.3897,27500,2007,2007-05-02,16,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19679,2007,2007-05-15,5,대전 1호선,개통 후
자양동,동아아파트(201),84.89,9450,1990,2007-05-09,5,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),121.3897,28852,2007,2007-05-21,18,대전 1호선,개통 후
판암동,주공5,38.64,3100,1992,2007-05-10,15,대전 1호선,개통 후
가양동,안전로얄,30.05,2300,1987,2007-05-22,5,대전 1호선,개통 후
홍도동,홍도,42.015,3950,1996,2007-05-04,12,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19420,2007,2007-05-07,7,대전 1호선,개통 후
성남동,석촌마을,49.97,7230,2000,2007-05-04,10,대전 1호선,개통 후
용전동,새피앙,59.4,6850,1997,2007-05-10,3,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,20080,2007,2007-05-09,20,대전 1호선,개통 후
가양동,안전로얄,30.05,2000,1987,2007-05-15,1,대전 1호선,개통 후
판암동,주공1,45.77,4750,1990,2007-05-10,11,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.997,19400,2007,2007-05-13,28,대전 1호선,개통 후
판암동,주공2,58.01,6300,1990,2007-05-08,10,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19450,2007,2007-05-16,28,대전 1호선,개통 후
대성동,삼익세라믹,84.97,7350,1991,2007-05-08,7,대전 1호선,개통 후
대성동,삼익세라믹,84.97,8100,1991,2007-05-10,5,대전 1호선,개통 후
대성동,삼익세라믹,84.97,7000,1991,2007-05-01,7,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),121.3897,25152,2007,2007-05-16,1,대전 1호선,개통 후
용운동,주공,49.22,8000,1985,2007-05-16,3,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,20600,2007,2007-05-01,4,대전 1호선,개통 후
판암동,주공1,45.77,4900,1990,2007-05-12,7,대전 1호선,개통 후
용운동,용운주공2단지,41.3,3650,1987,2007-05-01,2,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),121.3897,27052,2007,2007-05-01,15,대전 1호선,개통 후
삼성동,솔랑마을,59.19,8000,2000,2007-05-07,4,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,23970,2007,2007-05-03,14,대전 1호선,개통 후
홍도동,홍도,45.525,4900,1996,2007-05-08,10,대전 1호선,개통 후
용운동,주공,59.3,10600,1985,2007-05-14,3,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19580,2007,2007-05-01,13,대전 1호선,개통 후
홍도동,현암,59.4,6300,1995,2007-05-11,11,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,22800,2007,2007-05-04,10,대전 1호선,개통 후
판암동,주공5,44.94,3700,1992,2007-05-11,2,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19679,2007,2007-05-10,15,대전 1호선,개통 후
가양동,시영수정,58.92,4200,1984,2007-05-14,3,대전 1호선,개통 후
